gy_o,gy_d,Mode,bias_add,purp
9,8,rail,0,hbpb
10,8,rail,0,hbpb
11,8,rail,0,hbpb
12,8,rail,0,hbpb
13,8,rail,0,hbpb
14,8,rail,0,hbpb
15,8,rail,0,hbpb
10,9,rail,0,hbpb
11,9,rail,0,hbpb
12,9,rail,0,hbpb
13,9,rail,0,hbpb
14,9,rail,0,hbpb
15,9,rail,0,hbpb
11,10,rail,0,hbpb
12,10,rail,0,hbpb
13,10,rail,0,hbpb
14,10,rail,0,hbpb
15,10,rail,0,hbpb
12,11,rail,0,hbpb
13,11,rail,0,hbpb
14,11,rail,0,hbpb
15,11,rail,0,hbpb
13,12,rail,0,hbpb
14,12,rail,0,hbpb
15,12,rail,0,hbpb
14,13,rail,0,hbpb
15,13,rail,0,hbpb
15,14,rail,0,hbpb
1,1,rail,0,hbpb
2,2,rail,0,hbpb
5,5,rail,0,hbpb
7,7,rail,0,hbpb
8,8,rail,0,hbpb
9,9,rail,0,hbpb
10,10,rail,0,hbpb
11,11,rail,0,hbpb
12,12,rail,0,hbpb
13,13,rail,0,hbpb
14,14,rail,0,hbpb
15,15,rail,0,hbpb
1,1,bus,0,hbpb
1,2,bus,0,hbpb
1,3,bus,0,hbpb
1,4,bus,0,hbpb
1,5,bus,0,hbpb
1,6,bus,0,hbpb
1,7,bus,0,hbpb
1,8,bus,0,hbpb
1,9,bus,0,hbpb
1,10,bus,0,hbpb
1,11,bus,0,hbpb
1,12,bus,0,hbpb
1,13,bus,0,hbpb
1,14,bus,0,hbpb
1,15,bus,0,hbpb
2,1,bus,0,hbpb
2,3,bus,0,hbpb
2,5,bus,0,hbpb
2,6,bus,0,hbpb
2,7,bus,0,hbpb
2,8,bus,0,hbpb
2,9,bus,0,hbpb
2,10,bus,0,hbpb
2,11,bus,0,hbpb
2,12,bus,0,hbpb
2,13,bus,0,hbpb
2,14,bus,0,hbpb
2,15,bus,0,hbpb
3,1,bus,0,hbpb
3,2,bus,0,hbpb
3,6,bus,0,hbpb
3,7,bus,0,hbpb
3,8,bus,0,hbpb
3,9,bus,0,hbpb
3,10,bus,0,hbpb
3,11,bus,0,hbpb
3,12,bus,0,hbpb
3,13,bus,0,hbpb
3,14,bus,0,hbpb
3,15,bus,0,hbpb
4,1,bus,0,hbpb
4,6,bus,0,hbpb
4,7,bus,0,hbpb
4,8,bus,0,hbpb
4,9,bus,0,hbpb
4,10,bus,0,hbpb
4,11,bus,0,hbpb
4,12,bus,0,hbpb
4,13,bus,0,hbpb
4,14,bus,0,hbpb
4,15,bus,0,hbpb
5,1,bus,0,hbpb
5,2,bus,0,hbpb
5,7,bus,0,hbpb
5,8,bus,0,hbpb
5,9,bus,0,hbpb
5,10,bus,0,hbpb
5,11,bus,0,hbpb
5,12,bus,0,hbpb
5,13,bus,0,hbpb
5,14,bus,0,hbpb
5,15,bus,0,hbpb
6,1,bus,0,hbpb
6,2,bus,0,hbpb
6,3,bus,0,hbpb
6,4,bus,0,hbpb
6,7,bus,0,hbpb
6,8,bus,0,hbpb
6,9,bus,0,hbpb
6,10,bus,0,hbpb
6,11,bus,0,hbpb
6,12,bus,0,hbpb
6,13,bus,0,hbpb
6,14,bus,0,hbpb
6,15,bus,0,hbpb
7,1,bus,0,hbpb
7,2,bus,0,hbpb
7,3,bus,0,hbpb
7,4,bus,0,hbpb
7,5,bus,0,hbpb
7,6,bus,0,hbpb
7,8,bus,0,hbpb
7,9,bus,0,hbpb
7,10,bus,0,hbpb
7,11,bus,0,hbpb
7,12,bus,0,hbpb
7,13,bus,0,hbpb
7,14,bus,0,hbpb
7,15,bus,0,hbpb
8,1,bus,0,hbpb
8,2,bus,0,hbpb
8,3,bus,0,hbpb
8,4,bus,0,hbpb
8,5,bus,0,hbpb
8,6,bus,0,hbpb
8,7,bus,0,hbpb
8,9,bus,0,hbpb
8,10,bus,0,hbpb
8,11,bus,0,hbpb
8,12,bus,0,hbpb
8,13,bus,0,hbpb
8,14,bus,0,hbpb
8,15,bus,0,hbpb
9,1,bus,0,hbpb
9,2,bus,0,hbpb
9,3,bus,0,hbpb
9,4,bus,0,hbpb
9,5,bus,0,hbpb
9,6,bus,0,hbpb
9,7,bus,0,hbpb
9,8,bus,0,hbpb
9,10,bus,0,hbpb
9,11,bus,0,hbpb
9,13,bus,0,hbpb
9,14,bus,0,hbpb
9,15,bus,0,hbpb
10,1,bus,0,hbpb
10,2,bus,0,hbpb
10,3,bus,0,hbpb
10,4,bus,0,hbpb
10,5,bus,0,hbpb
10,6,bus,0,hbpb
10,7,bus,0,hbpb
10,8,bus,0,hbpb
10,9,bus,0,hbpb
10,11,bus,0,hbpb
10,12,bus,0,hbpb
10,13,bus,0,hbpb
10,14,bus,0,hbpb
10,15,bus,0,hbpb
11,1,bus,0,hbpb
11,2,bus,0,hbpb
11,3,bus,0,hbpb
11,4,bus,0,hbpb
11,5,bus,0,hbpb
11,6,bus,0,hbpb
11,7,bus,0,hbpb
11,8,bus,0,hbpb
11,9,bus,0,hbpb
11,10,bus,0,hbpb
11,12,bus,0,hbpb
11,13,bus,0,hbpb
11,14,bus,0,hbpb
11,15,bus,0,hbpb
12,1,bus,0,hbpb
12,2,bus,0,hbpb
12,3,bus,0,hbpb
12,4,bus,0,hbpb
12,5,bus,0,hbpb
12,6,bus,0,hbpb
12,7,bus,0,hbpb
12,8,bus,0,hbpb
12,10,bus,0,hbpb
12,11,bus,0,hbpb
12,13,bus,0,hbpb
12,14,bus,0,hbpb
12,15,bus,0,hbpb
13,1,bus,0,hbpb
13,2,bus,0,hbpb
13,3,bus,0,hbpb
13,4,bus,0,hbpb
13,5,bus,0,hbpb
13,6,bus,0,hbpb
13,7,bus,0,hbpb
13,8,bus,0,hbpb
13,9,bus,0,hbpb
13,10,bus,0,hbpb
13,11,bus,0,hbpb
13,12,bus,0,hbpb
13,13,bus,0,hbpb
13,14,bus,0,hbpb
13,15,bus,0,hbpb
14,1,bus,0,hbpb
14,2,bus,0,hbpb
14,3,bus,0,hbpb
14,4,bus,0,hbpb
14,5,bus,0,hbpb
14,6,bus,0,hbpb
14,7,bus,0,hbpb
14,8,bus,0,hbpb
14,9,bus,0,hbpb
14,10,bus,0,hbpb
14,11,bus,0,hbpb
14,12,bus,0,hbpb
14,13,bus,0,hbpb
