t matrices
d mo47
a matrix=mo47 AuAc 0 Auto Accessibility
1630 all:0.130578010566655
1640 all:0.280719702363588
1650 all:0.374713678857761
1660 all:0.0938390148636372
1670 all:0.144583704096742
1680 all:0.0968512675916551
1690 all:0.147704148889487
1700 all:0.151665554449882
1710 all:0.103278075438089
1900 all:0.0707060387206807
1910 all:0.0200357309026291
1920 all:0.0562391791530478
1930 all:0.153322631377809
2000 all:0.413733745054193
2010 all:0.92730821042962
2020 all:0.904529750993227
2030 all:1.95183533807602
2040 all:2.30503973149408
2050 all:1.22013580864932
2060 all:1.17580518155609
2070 all:1.7288473849049
2080 all:1.79953617989402
2090 all:1.50585471310051
2100 all:2.21272831992961
2110 all:3.71426162390865
2120 all:4.24735635704234
2130 all:3.34934640450705
2140 all:4.3075356718408
2150 all:3.71944001991735
2160 all:4.321125969713
2170 all:3.86105013871873
2180 all:9.94885443048861
2190 all:4.06092634737553
2200 all:2.07942519735811
2210 all:4.53958052871652
2220 all:3.61871278365682
2230 all:2.58317979343416
2240 all:4.45899754372676
2250 all:4.16570504891328
2260 all:1.59196966611291
2270 all:3.17428528987758
2280 all:1.86343097908785
2290 all:2.96542999724689
2300 all:2.3100093716003
2310 all:2.77036129066128
2320 all:3.20847582219976
2330 all:2.6198290371409
2900 all:0.870434261784097
2910 all:2.55150961256181
2920 all:0.594831739584474
3000 all:0.335372484306268
3010 all:0.629357620750702
3020 all:0.63627876808422
3030 all:0.728500451940816
3040 all:0.4750624874375
3050 all:1.5417805245743
3060 all:1.33158213711814
3070 all:1.22157282826845
3080 all:1.33536855586137
3090 all:1.59893720289859
3100 all:1.45872228864905
3110 all:1.68482747758471
3120 all:2.09690641157667
3130 all:1.7947347823234
3140 all:1.78565564316546
3150 all:1.32354604085029
3160 all:2.06953126523611
3170 all:2.10438720330529
3180 all:2.20590684149991
3190 all:1.54172138399413
3200 all:1.65896402260654
3210 all:0.504739320381067
3220 all:0.445189323545421
3230 all:0.553978628545301
3240 all:0.436395537733317
3250 all:0.585630926805499
3260 all:0.463403085925185
3270 all:0.4600306241567
3280 all:0.884824328453068
3290 all:0.654599372728806
3300 all:0.722971488454949
3310 all:1.14852713656906
3320 all:0.658093071933043
3330 all:0.367195750674919
3340 all:0.6691747780828
3350 all:0.50444811260211
3360 all:0.5157649989596
3370 all:1.29879572598322
3380 all:0.564026481645471
3390 all:0.357826598921673
3400 all:0.452992499692169
3410 all:0.923913057244767
3420 all:1.14155384653843
3430 all:1.15027025244045
3440 all:1.15717540504279
3450 all:3.51209439847101
3460 all:1.00503284179206
3470 all:0.892562894172445
3480 all:0.755919685638075
3490 all:2.5014587506927
3500 all:0.444493766036004
3510 all:0.536323785894428
3520 all:0.397003012528038
3530 all:2.40842422747149
3540 all:0.438820377520693
3550 all:0.527311918173311
3560 all:0.519365523025615
3570 all:0.483842570268438
3580 all:0.788834686860061
3590 all:1.35749771887563
3600 all:1.26665141503733
3610 all:0.745247206087203
3620 all:0.937684809651275
3630 all:0.777795405569075
3640 all:1.57938471040978
3650 all:0.692757310886981
3660 all:0.670776795949296
3670 all:0.650069388920032
3680 all:0.881816947487151
3690 all:1.7609685479394
3700 all:1.85128348770555
3710 all:0.666790903180073
3720 all:0.575537855824905
3730 all:1.58367922413798
3740 all:1.54533025654054
3750 all:0.804691854562931
3760 all:0.689435302389037
3770 all:0.582312272816633
3780 all:0.962853526985276
3790 all:0.563790924249481
3800 all:1.75897102336879
3810 all:0.82103484822456
3820 all:1.11820036304623
3830 all:0.993016756443088
3840 all:0.562048486804066
3850 all:0.676617774687486
3860 all:0.653863667867807
3870 all:0.634424586886449
3880 all:0.561076094982683
3890 all:0.359874451874963
3900 all:0.541703138684637
3910 all:0.437645131232862
3920 all:0.41309937025472
3930 all:0.371242658875739
3940 all:0.365553931429154
3950 all:0.326781082195203
3960 all:0.481056801079925
3970 all:0.52807069071005
3980 all:0.333628006748213
3990 all:0.233519451895532
4000 all:0.379161034280366
4010 all:0.470966725439759
4020 all:0.797628431816084
4030 all:0.88361604683038
4040 all:0.341130921910431
4050 all:0.256939714050534
4060 all:0.411143117430819
4070 all:0.799727929047191
4080 all:0.823354873950244
4090 all:0.373162898851852
4100 all:0.721578501780719
4110 all:0.283098161126968
4120 all:0.219459237673928
4130 all:0.541487563628887
4140 all:0.312852932293323
4150 all:0.198453050480761
4160 all:0.660489354835966
4170 all:0.30795996170825
4180 all:0.574765924217599
4190 all:0.877711338005461
4200 all:0.675958398905254
4210 all:0.480238059961058
4220 all:1.79946054049544
4230 all:1.37089497420083
4240 all:1.0041920376279
4250 all:0.316007494736314
4260 all:0.470290033703392
4270 all:0.353127462489006
4280 all:0.267051179827298
4290 all:0.635572633707993
4300 all:0.636724630785009
4310 all:0.398670799025003
4320 all:0.292678357491707
4330 all:0.602794179227929
4340 all:2.02934426119071
4350 all:0.924916457267538
4360 all:0.425682466109972
4370 all:0.592341781883076
4380 all:0.434693464273707
4390 all:0.266782964658773
4400 all:1.16280588114886
4410 all:0.428900502479624
4420 all:0.400580284255652
4430 all:0.248799739315263
4440 all:0.650416000326321
4450 all:0.295369987655215
4460 all:0.334857947197687
4470 all:0.443493629207863
4480 all:1.33735395883327
4490 all:0.81989128105403
4500 all:0.36208334464111
4510 all:0.384422769855627
4520 all:0.635413731745137
4530 all:0.228985494211246
4540 all:0.18319171667298
4550 all:0.709642525250407
4560 all:0.71398820538447
4700 all:1.33275999647952
4710 all:0.182312892110864
4720 all:0.358810750701611
4730 all:0.358941324249648
4740 all:1.78143450673053
4750 all:0.380272039807299
4760 all:0.416689284521094
4770 all:1.35071490842107
4780 all:0.28956715099391
4790 all:1.07287622592698
4800 all:1.09924338678176
4810 all:0.313730551279371
4820 all:0.925903997148127
4830 all:0.784052629361646
4840 all:0.71449559118006
5000 all:0.020856554030725
5010 all:0.0562391791530478
5020 all:0.0226136964200891
5030 all:0.0569589456626323
5040 all:0.176251982216727
5050 all:0.0943507336471007
5060 all:0.134738584347311
5070 all:0.16530788876976
5080 all:0.204298890078058
5100 all:0.635025114337715
5110 all:0.222283083256084
5120 all:0.628929441443778
5130 all:0.216273549946286
5140 all:0.300918831496079
5150 all:0.623238040913697
5160 all:0.217205895699383
5170 all:0.224075088266062
5180 all:0.34323430913694
5190 all:0.347086921299135
5200 all:0.347086921299135
5210 all:0.250818450232234
5220 all:0.196065326235824
5230 all:0.261092287712678
5240 all:0.168362553023049
5250 all:0.301631323192814
5260 all:0.172127992635384
5270 all:0.174590748035004
5280 all:0.176768688111787
5290 all:0.128913032500107
5300 all:0.0665433472508215
5310 all:0.0965664316859307
5320 all:0.106619115161159
5330 all:0.0989941047713521
5340 all:0.281759709194816
5350 all:0.106119607141262
5360 all:0.0965664316859307
5370 all:0.519673731364785
5380 all:0.210362555179558
5390 all:0.224710508745833
5400 all:0.121606571205787
5410 all:0.0790508961794264
5420 all:0.0665433472508215
5430 all:0.0665433472508215
5440 all:0.0594701447560358
5450 all:0.0689013486204025
5460 all:0.0689013486204025
5500 all:0.180735742335631
5510 all:0.127167267056101
5520 all:0.145471640261804
5530 all:0.15448726318019
5540 all:0.150891517723503
5550 all:0.135219057897717
5560 all:0.0820269453215349
5570 all:0.113548209906959
5580 all:0.149259982632315
5590 all:0.0986498934592536
5600 all:0.0700885710509482
5610 all:0.108055597535658
5620 all:0.0612083085263002
5630 all:0.084468172664371
5640 all:0.120647775281869
5650 all:0.0730194440710632
5700 all:0.109095215659172
5710 all:0.132870875610266
5720 all:0.0988664759453356
5730 all:0.107738344896528
5740 all:0.0976742451440031
5800 all:0.105043606657333
5810 all:0.119850467227327
5820 all:0.11079832438404
5830 all:0.108560493145493
5840 all:0.0959341396356679
5850 all:0.0891395195458443
5860 all:0.116263328368435
5870 all:0.0507399358407592
5880 all:0.076983917524446
5890 all:0.0442955531262591
5900 all:0.0884994033936431
5910 all:0.0465133754908483
5920 all:0.0453072500452753
5930 all:0.0445994803910623
5940 all:0.0414242508495126
5950 all:0.0318182821605207
5960 all:0.03139764850366
6000 all:0.432431141467196
6010 all:0.126403274570591
6020 all:0.295407867218832
6030 all:0.281210787640535
6040 all:0.236192020819384
6050 all:0.198214120611496
6060 all:0.217473481409584
6070 all:0.173424524425452
6080 all:0.143940027626412
6090 all:0.142690985687186
6100 all:0.146631522322207
6110 all:0.284982424947001
6120 all:0.277046772802822
6130 all:0.285807568234969
6140 all:0.172021207727796
6150 all:0.188817797834115
6160 all:0.22108380263538
6170 all:0.201628465968425
6180 all:0.298012312970061
6190 all:0.587701132336263
6200 all:0.780450220946158
6210 all:0.725282254938525
6220 all:0.442924058391651
6230 all:0.339329653452113
6240 all:0.298681573876945
6250 all:0.145154090766053
6260 all:0.246833704422283
6270 all:0.261895144902656
6280 all:0.215475815959924
6290 all:0.790188797975722
6300 all:0.776415129712325
6310 all:0.225870999797747
6320 all:1.19677056249033
6330 all:0.401662912767302
6340 all:1.58896780911597
6350 all:0.46899086324949
6360 all:0.32162419935429
6370 all:0.114021779971278
6380 all:0.171166210991826
6390 all:0.34334655749469
6400 all:0.271452717408007
6410 all:0.366192876012828
6420 all:0.276714404007377
6430 all:0.334410117782904
6440 all:0.20902031601037
6450 all:0.115415090642336
6460 all:0.288715774446065
6470 all:0.10130759939621
6480 all:0.130100357969354
6700 all:0.0603940209744585
6710 all:0.110053666687984
6720 all:0.122338126761354
6730 all:0.0854904903248116
6740 all:0.0833621386331574
6750 all:0.0371669437134243
6760 all:0.0855889368267673
6770 all:0.106012998129641
6780 all:0.0847173111790172
6790 all:0.158009517277094
6800 all:0.111237228157164
6810 all:0.131402401560479
6900 all:0.0224351179820807
6910 all:0.0819654454014705
6920 all:0.0641352853348787
6930 all:0.0579987915437058
6940 all:0.0819654454014705
6950 all:0.076953750614316
7000 all:0.166358041457486
7010 all:0.326785464989617
7020 all:0.151795227169468
7030 all:0.364112717991273
7040 all:0.131506510164204
7050 all:0.486893236753438
7060 all:0.355533070521051
7070 all:0.144318001187294
7080 all:0.145065839985099
7100 all:0.57821793080029
7110 all:1.41948532485017
7120 all:1.16737583797119
7130 all:0.445254750403389
7140 all:0.66830016792731
7150 all:0.353488653686023
7160 all:1.75905219750302
7170 all:0.432654846210235
7180 all:0.92199885013529
7190 all:0.340260553658847
7200 all:1.44429660192193
7210 all:0.657076731889292
7220 all:0.233230048177725
7230 all:0.263196347659736
7240 all:0.299622738496703
7250 all:0.5565674447028
7260 all:0.263196347659736
7270 all:1.10605126113157
7280 all:0.707063553129215
7290 all:0.427582859652439
7300 all:0.562459151408195
7310 all:0.444135522429723
7320 all:0.273707584440163
7330 all:0.299622738496703
7340 all:0.31681110586951
7350 all:0.273890178156562
7360 all:0.278052641806791
7370 all:0.239678564305955
7380 all:0.105280063931491
7390 all:0.395575838278844
7400 all:0.433320350531921
7410 all:0.407673510238129
7420 all:0.387949135128471
7430 all:0.269309305133167
7440 all:0.234477505095114
7450 all:0.468511907670601
7460 all:0.181679369902072
7470 all:0.311622295060567
7480 all:0.290987131954921
7490 all:0.196153653197014
7500 all:0.258238830398152
7510 all:0.252665311608415
7520 all:0.134106971976331
7530 all:0.352378814450973
7540 all:0.265507702783538
7550 all:0.172557985247792
7560 all:0.146698454278328
7570 all:0.379491035250677
7580 all:0.182809920816516
7590 all:0.233340011373136
7600 all:0.341525370679091
7610 all:0.231568290519673
7620 all:0.101685048085592
7630 all:0.142785958050385
7640 all:0.0986871150911961
7650 all:0.234401678294889
7660 all:0.299055416552071
7670 all:0.154423212439566
7680 all:0.168499910029274
7690 all:0.134845629247949
7700 all:0.142252099105921
7710 all:0.148809998721649
7720 all:0.170175971557809
7730 all:0.151052192202352
7740 all:0.153203325873488
7750 all:0.151824005061194
7760 all:0.272925852739294
7770 all:0.275370572316293
7780 all:0.100010950868771
7790 all:0.200063771223557
7800 all:0.0912797554282683
7810 all:0.0989573705883196
7820 all:0.144745757973336
7830 all:0.0918090577363861
7840 all:0.0938097543945255
7850 all:0.139573445372129
7860 all:0.110057749808769
7870 all:0.119181572564379
7880 all:0.15073294718014
7890 all:0.144707913311071
7900 all:0.0804886488865945
7910 all:0.202512786236514
7920 all:0.0884952134257487
7930 all:0.100014078885406
8000 all:0.0552682436475054
8010 all:0.108301911437374
8020 all:0.0682133550813877
8030 all:0.0767531158827635
8040 all:0.0540922682713496
8050 all:0.125666153573069
8060 all:0.194931855906147
8070 all:0.168511521933335
8080 all:0.15743084774839
8090 all:0.0737960091096067
8100 all:0.0613482177600719
8110 all:0.112452878731524
8120 all:0.131217672265202
8130 all:0.0840400532556435
8140 all:0.115898364469875
8150 all:0.082750213245003
8160 all:0.0653172929862804
8170 all:0.0562932404948907
8180 all:0.0562932404948907
8200 all:0.0822693389919209
8210 all:0.0975159508905217
8220 all:0.0865208725727954
8300 all:0.247013847320448
8310 all:0.749837927125469
8320 all:0.146865493349159
8330 all:0.140299089213732
8340 all:0.090997896177735
8350 all:0.0969356336424098
8360 all:0.67633098204105
8370 all:0.160649632454151
8400 all:0.0954266006749038
8410 all:0.0695364911955324
8420 all:0.0670858281677157
8430 all:0.0638919888201644
8440 all:0.0691779437907109
8450 all:0.0617234125909623
8460 all:0.0640774046451897
8470 all:0.0583133514489069
8480 all:0.114244496697539
8490 all:0.106437088693599
8500 all:0.114244496697539
8510 all:0.0881811999769138
8520 all:0.0914255228013587
8530 all:0.0984754427399444
8540 all:0.155891111493175
8550 all:0.117802818946694
8560 all:0.0580237142897856
8570 all:0.372990120954385
8580 all:0.309965610830363
8590 all:0.0680238390874054
8600 all:0.0642470176432968
8610 all:0.0541830865938903
8620 all:0.0514939722144334
8630 all:0.0529058488523571
8640 all:0.0829144999894446
8650 all:0.0637428437987632
8660 all:0.0767414581260252
8670 all:0.0342930278717268
8680 all:0.0713976533937574
8690 all:0.0689163975602574
8700 all:0.0690831389155174
8710 all:0.0549702148394856
8720 all:0.0690831389155174
8730 all:0.0386412978796002
8740 all:0.0690831389155174
8750 all:0.0528017112759116
8760 all:0.0528017112759116
8770 all:0.053714975542892
8780 all:0.0529058488523571
8790 all:0.0498650804780402
8800 all:0.0854690446255335
8810 all:0.0531484710490552
8820 all:0.0886027053654296
8830 all:0.0892530348285858
8840 all:0.0867026818099273
9000 all:0.0821425916030934
9010 all:0.07148049958101
9020 all:0.07148049958101
9030 all:0.0472970743436677
9040 all:0.0359164303987081
9050 all:0.04758702519861
9060 all:0.0974405506656758
9070 all:0.0379514196364172
9080 all:0.0523902168254266
9090 all:0.0717072850123895
9100 all:0.0717858930370375
9110 all:0.041306840572342
9120 all:0.041306840572342
9130 all:0.0827054896706434
9140 all:0.081860460820437
9150 all:0.041306840572342
9160 all:0.099214377300494
9170 all:0.099214377300494
9180 all:0.099214377300494
9190 all:0.0981109906887068
9200 all:0.0981109906887068
9300 all:0.0907993259805697
9310 all:0.0822476384560331
9320 all:0.108192648440701
9330 all:0.0758313694959134
9340 all:0.0579460879019019
9350 all:0.177864326442689
9360 all:0.0653796040953362
9370 all:0.0929076952348882
9380 all:0.128263260966603
9390 all:0.17722729760438
9400 all:0.359469326789984
9410 all:0.299520207997027
9420 all:0.221620552358507
9430 all:0.115776718958145
9440 all:0.0539550030577244
9450 all:0.0851168624727416
9460 all:0.100133304126235
9470 all:0.0719746076206066
9500 all:0.0901205079265468
9510 all:0.0829986862585587
9520 all:0.129767506786104
9530 all:0.118652288788323
9540 all:0.125251422019938
9550 all:0.0433471969977751
9560 all:0.0987546562172052
9570 all:0.0420851453860918
9600 all:0.0793048707997884
9610 all:0.0799495971766863
9620 all:0.0951753157463058
9630 all:0.103695296726592
9640 all:0.0946458016069347
9650 all:0.0409927415701284
9660 all:0.0648885780467261
9670 all:0.0670251370988978
9680 all:0.0741707216213457
9690 all:0.0425890688957682
9700 all:0.0339693647944838
9710 all:0.0545137094813357
9720 all:0.0545137094813357
9730 all:0.0570428295218152
9740 all:0.0545137094813357
9800 all:0.039572697441869
9810 all:0.0981109906887068
d mo392
a matrix=mo392 TrAc 0 Transit Accessibility
1000 all: 0.412828542
1010 all: 0.390230173
1020 all: 0.403130698
1030 all: 0.324905964
1040 all: 0.701265583
1050 all: 1.483123127
1060 all: 0.256270138
1070 all: 1.520019817
1080 all: 1.401597352
1090 all: 1.241313364
1100 all: 1.94549883
1110 all: 1.831368426
1150 all: 0.11460857
1200 all: 1.743609295
1210 all: 2.069568742
1220 all: 1.727443202
1230 all: 1.784025265
1240 all: 2.679883359
1250 all: 2.545607752
1260 all: 1.297798337
1270 all: 1.144870236
1280 all: 1.686442782
1290 all: 1.26045139
1500 all: 0.977888313
1510 all: 1.994782576
1520 all: 1.35743947
1530 all: 0.693839702
1540 all: 0.563397586
1550 all: 0.642037247
1560 all: 0.758789362
1570 all: 1.289549305
1580 all: 0.805929608
1590 all: 1.076673839
1600 all: 0.740473358
1610 all: 1.199088796
1620 all: 1.27484369
1630 all: 0.86328443
1640 all: 1.190145147
1650 all: 1.875085075
1660 all: 0.526599387
1670 all: 0.913737814
1680 all: 0.63058547
1690 all: 0.854440463
1700 all: 0.930191963
1710 all: 0.645643966
1900 all: 0.403240856
1910 all: 0.121826341
1920 all: 0.368512332
1930 all: 1.158610751
2000 all: 1.491918552
2010 all: 3.424782326
2020 all: 3.140022004
2030 all: 6.463080395
2040 all: 5.306796934
2050 all: 4.131683387
2060 all: 4.007448679
2070 all: 5.92358333
2080 all: 5.554561152
2090 all: 5.331091893
2100 all: 6.854346077
2110 all: 9.969472755
2120 all: 9.400981305
2130 all: 7.897618392
2140 all: 10.2931031
2150 all: 9.587387404
2160 all: 11.86186974
2170 all: 9.787570699
2180 all: 22.98368296
2190 all: 9.443736354
2200 all: 6.833516045
2210 all: 10.18803942
2220 all: 7.599985094
2230 all: 7.46207213
2240 all: 11.46333663
2250 all: 11.38383217
2260 all: 4.75627639
2270 all: 7.332053816
2280 all: 6.173459792
2290 all: 7.598243687
2300 all: 6.915080526
2310 all: 8.448606332
2320 all: 9.598201751
2330 all: 7.392479742
2900 all: 1.96709951
2910 all: 3.623068416
2920 all: 1.811863286
3000 all: 1.304184934
3010 all: 2.177229938
3020 all: 2.593444589
3030 all: 2.995755325
3040 all: 2.556665202
3050 all: 4.697435043
3060 all: 3.983318125
3070 all: 4.14343375
3080 all: 4.683320064
3090 all: 4.471896644
3100 all: 4.982175992
3110 all: 5.245878788
3120 all: 6.096843362
3130 all: 5.16721325
3140 all: 5.285937347
3150 all: 4.57141217
3160 all: 6.474666637
3170 all: 5.948616277
3180 all: 6.048888407
3190 all: 4.392823859
3200 all: 5.448379893
3210 all: 2.303386461
3220 all: 2.166821481
3230 all: 3.122504744
3240 all: 2.07661093
3250 all: 2.934085467
3260 all: 3.12767742
3270 all: 2.167641429
3280 all: 3.536207519
3290 all: 2.944691972
3300 all: 3.349614519
3310 all: 4.380202866
3320 all: 3.122449174
3330 all: 2.091640466
3340 all: 3.047798773
3350 all: 2.272512631
3360 all: 2.262557984
3370 all: 4.889560558
3380 all: 2.614372261
3390 all: 2.03256195
3400 all: 2.047983163
3410 all: 3.964288965
3420 all: 4.498927667
3430 all: 4.589571981
3440 all: 4.595812659
3450 all: 9.646112242
3460 all: 3.921705065
3470 all: 4.57554326
3480 all: 3.69608391
3490 all: 9.516969285
3500 all: 2.55931417
3510 all: 2.751782401
3520 all: 2.421125626
3530 all: 7.818649588
3540 all: 2.502382724
3550 all: 3.018098052
3560 all: 3.208185427
3570 all: 2.748243075
3580 all: 4.380170951
3590 all: 4.570504395
3600 all: 4.508983517
3610 all: 3.249736747
3620 all: 3.840085168
3630 all: 3.421410352
3640 all: 5.024882061
3650 all: 3.316229457
3660 all: 3.728512545
3670 all: 2.886621508
3680 all: 4.330816655
3690 all: 6.068981591
3700 all: 8.446883604
3710 all: 4.046843683
3720 all: 3.651432708
3730 all: 7.638618003
3740 all: 7.952040303
3750 all: 3.980774407
3760 all: 3.569551074
3770 all: 3.416992004
3780 all: 4.921369507
3790 all: 2.548089746
3800 all: 7.771151436
3810 all: 4.865136862
3820 all: 4.500428149
3830 all: 4.085674361
3840 all: 2.700279884
3850 all: 3.253365573
3860 all: 3.242609386
3870 all: 3.357642918
3880 all: 2.895093031
3890 all: 2.040051862
3900 all: 3.181332245
3910 all: 2.73116947
3920 all: 2.53931599
3930 all: 2.428863176
3940 all: 2.076891152
3950 all: 1.88692396
3960 all: 2.935423648
3970 all: 2.340608755
3980 all: 1.820529765
3990 all: 1.433749082
4000 all: 2.347824479
4010 all: 2.646511332
4020 all: 3.825571606
4030 all: 4.662577898
4040 all: 2.1078161
4050 all: 1.637620083
4060 all: 2.128585687
4070 all: 4.119486363
4080 all: 4.845931613
4090 all: 1.940046859
4100 all: 4.444859523
4110 all: 1.589706559
4120 all: 1.156001421
4130 all: 2.676825183
4140 all: 1.312927244
4150 all: 1.095211729
4160 all: 4.100168502
4170 all: 1.571341442
4180 all: 2.380164088
4190 all: 5.304369324
4200 all: 3.162021701
4210 all: 2.619223137
4220 all: 8.32269697
4230 all: 5.845471157
4240 all: 5.253089193
4250 all: 1.875377965
4260 all: 2.456162462
4270 all: 1.986007551
4280 all: 1.545467081
4290 all: 3.363496958
4300 all: 2.600783152
4310 all: 2.259907415
4320 all: 2.186267752
4330 all: 3.036074362
4340 all: 7.394229784
4350 all: 5.447072513
4360 all: 2.131820917
4370 all: 3.538029913
4380 all: 2.0296543
4390 all: 1.49489884
4400 all: 6.230062273
4410 all: 2.176615681
4420 all: 2.165955935
4430 all: 1.351215387
4440 all: 3.803356388
4450 all: 1.504380371
4460 all: 1.764593229
4470 all: 2.222420371
4480 all: 5.032727279
4490 all: 4.187547278
4500 all: 1.973780069
4510 all: 1.879462252
4520 all: 3.209606413
4530 all: 1.360260972
4540 all: 1.169919683
4550 all: 3.595102483
4560 all: 4.182615045
4700 all: 6.799814184
4710 all: 1.030378021
4720 all: 1.91817971
4730 all: 1.92266958
4740 all: 6.613247508
4750 all: 1.999351138
4760 all: 2.171958281
4770 all: 5.8719148
4780 all: 1.920000543
4790 all: 5.302452246
4800 all: 5.488825111
4810 all: 1.673309228
4820 all: 4.22915055
4830 all: 4.414191999
4840 all: 4.448431739
5000 all: 0.135853578
5010 all: 0.375296113
5020 all: 0.145099809
5030 all: 0.37933765
5040 all: 1.447046752
5050 all: 0.691782993
5060 all: 0.909774744
5070 all: 1.110073099
5080 all: 1.600826036
5100 all: 2.592421636
5110 all: 1.472623038
5120 all: 2.736653864
5130 all: 1.797480855
5140 all: 2.424440414
5150 all: 3.628252818
5160 all: 1.275097891
5170 all: 1.264907767
5180 all: 2.001837047
5190 all: 2.605458773
5200 all: 2.560228492
5210 all: 2.100114127
5220 all: 1.54584287
5230 all: 1.406501152
5240 all: 1.123318674
5250 all: 2.295854131
5260 all: 1.100109477
5270 all: 1.596265071
5280 all: 1.306830927
5290 all: 0.996857915
5300 all: 0.595046434
5310 all: 0.661729518
5320 all: 0.804434181
5330 all: 0.664992395
5340 all: 1.511542361
5350 all: 0.782594523
5360 all: 0.660733413
5370 all: 2.51990556
5380 all: 1.525497728
5390 all: 1.529059038
5400 all: 1.66563753
5410 all: 0.690572688
5420 all: 0.595411254
5430 all: 0.594375469
5440 all: 0.41352662
5450 all: 0.491863459
5460 all: 0.488358015
5500 all: 1.494492384
5510 all: 1.208782787
5520 all: 0.996059815
5530 all: 1.451435016
5540 all: 0.803684226
5550 all: 1.246555566
5560 all: 0.515006626
5570 all: 0.891443585
5580 all: 0.935450735
5590 all: 0.619886291
5600 all: 0.572185675
5610 all: 0.920058735
5620 all: 0.417350209
5630 all: 0.697484489
5640 all: 0.823270757
5650 all: 0.523095138
5700 all: 0.633507924
5710 all: 0.883111321
5720 all: 0.923943575
5730 all: 0.869542379
5740 all: 0.762522196
5800 all: 0.622772852
5810 all: 0.699863541
5820 all: 0.871375493
5830 all: 0.851474331
5840 all: 0.892708504
5850 all: 0.767098272
5860 all: 0.763435094
5870 all: 0.326773407
5880 all: 0.661123132
5890 all: 0.308354785
5900 all: 0.417252961
5910 all: 0.321830565
5920 all: 0.296788328
5930 all: 0.31880427
5940 all: 0.340660944
5950 all: 0.281081296
5960 all: 0.2873939
6000 all: 1.982639855
6010 all: 0.701444565
6020 all: 1.445531833
6030 all: 1.110534653
6040 all: 1.325454017
6050 all: 1.171051525
6060 all: 1.254068858
6070 all: 1.234468208
6080 all: 0.979989378
6090 all: 1.287886515
6100 all: 1.090071239
6110 all: 1.4938025
6120 all: 1.510160774
6130 all: 1.426429047
6140 all: 1.010264475
6150 all: 1.234786902
6160 all: 1.289225524
6170 all: 1.357560241
6180 all: 1.536687454
6190 all: 2.803825388
6200 all: 2.91090382
6210 all: 2.717901367
6220 all: 2.094708479
6230 all: 1.789779079
6240 all: 1.53748617
6250 all: 0.788500327
6260 all: 1.32804527
6270 all: 1.430977329
6280 all: 1.444501803
6290 all: 3.384113877
6300 all: 2.83705556
6310 all: 1.215700067
6320 all: 3.576304237
6330 all: 1.931842037
6340 all: 4.409188927
6350 all: 2.458814113
6360 all: 1.455079668
6370 all: 0.644066816
6380 all: 1.112964092
6390 all: 2.189432334
6400 all: 1.634693068
6410 all: 1.68862097
6420 all: 1.691212916
6430 all: 1.609754198
6440 all: 1.082133214
6450 all: 0.765086419
6460 all: 1.46976661
6470 all: 0.555361106
6480 all: 0.770657495
6700 all: 0.40001933
6710 all: 0.869594652
6720 all: 0.796114876
6730 all: 0.62237432
6740 all: 0.492109478
6750 all: 0.225032261
6760 all: 0.582056648
6770 all: 0.888167025
6780 all: 0.52848332
6790 all: 0.854927208
6800 all: 0.648049096
6810 all: 0.783453624
6900 all: 0.136262596
6910 all: 0.600553921
6920 all: 0.462935644
6930 all: 0.4541166
6940 all: 0.622468975
6950 all: 0.892689054
7000 all: 0.941927073
7010 all: 1.620934298
7020 all: 0.847878369
7030 all: 1.978367887
7040 all: 0.734284021
7050 all: 2.055640667
7060 all: 1.621994768
7070 all: 0.894414227
7080 all: 0.862373055
7100 all: 2.93971871
7110 all: 5.444013159
7120 all: 4.1221039
7130 all: 2.314222367
7140 all: 2.465102445
7150 all: 1.917954397
7160 all: 5.630920642
7170 all: 2.483691005
7180 all: 3.904669687
7190 all: 1.680044857
7200 all: 4.826869519
7210 all: 3.071697302
7220 all: 1.275434087
7230 all: 1.536725939
7240 all: 1.914792425
7250 all: 2.728388412
7260 all: 1.536595166
7270 all: 4.822729056
7280 all: 3.62943278
7290 all: 2.624951634
7300 all: 3.264951314
7310 all: 2.391372584
7320 all: 1.854554713
7330 all: 1.935209559
7340 all: 1.908677675
7350 all: 1.832278929
7360 all: 2.119074691
7370 all: 1.597417921
7380 all: 0.754322662
7390 all: 1.81997216
7400 all: 1.961741716
7410 all: 1.927617961
7420 all: 2.084717925
7430 all: 1.792865301
7440 all: 1.388213177
7450 all: 2.531853081
7460 all: 1.025126061
7470 all: 1.468943706
7480 all: 1.472894285
7490 all: 1.04270892
7500 all: 1.427484514
7510 all: 1.395425119
7520 all: 0.908625104
7530 all: 2.071706018
7540 all: 1.573880736
7550 all: 1.266484059
7560 all: 1.068267313
7570 all: 1.823620348
7580 all: 1.03637426
7590 all: 1.2333775
7600 all: 2.867672645
7610 all: 1.167383308
7620 all: 0.617993363
7630 all: 0.932920839
7640 all: 0.601910891
7650 all: 1.583592279
7660 all: 1.530067902
7670 all: 1.039705912
7680 all: 1.190887884
7690 all: 0.889380906
7700 all: 0.983662484
7710 all: 1.009544474
7720 all: 1.136208615
7730 all: 0.977528629
7740 all: 1.183925158
7750 all: 0.919165068
7760 all: 1.738870367
7770 all: 1.70082573
7780 all: 0.717859479
7790 all: 1.334962386
7800 all: 0.782456786
7810 all: 0.839855772
7820 all: 1.024927124
7830 all: 0.609469574
7840 all: 0.690598899
